Atom1,Atom2,Connectivity,Nearest_Integer
2O,3C,0.99939,1
3C,4C,0.99801,1
3C,5H,0.99258,1
4C,6C,0.99871,1
4C,7C,0.99874,1
6C,8C,0.99913,1
6C,9H,0.99353,1
7C,10C,0.99909,1
7C,11H,0.99330,1
8C,12C,0.99887,1
8C,13H,0.99346,1
10C,12C,0.99894,1
10C,14H,0.99348,1
12C,15H,0.99336,1
16C,17C,0.99976,1
16C,18H,0.99299,1
16C,19H,0.99299,1
17C,20C,0.99981,1
20C,21H,0.99295,1
24O,38N,0.99508,1
25O,39N,0.99448,1
26C,27C,0.99687,1
26C,31C,0.99936,1
26C,38N,0.99821,1
27C,33C,0.99936,1
27C,39N,0.99815,1
28C,35C,0.99881,1
28C,39N,0.99927,1
28C,48F,0.99858,1
29C,30C,0.99880,1
29C,38N,0.99929,1
29C,40F,0.99854,1
30C,32C,0.99821,1
30C,41C,0.99863,1
31C,32C,0.99860,1
31C,36H,0.99370,1
32C,42C,0.99869,1
33C,34C,0.99861,1
33C,37H,0.99372,1
34C,35C,0.99822,1
34C,49C,0.99870,1
35C,50C,0.99863,1
41C,45C,0.99924,1
41C,56H,0.99368,1
42C,43C,0.99921,1
42C,47H,0.99348,1
43C,44H,0.99346,1
43C,45C,0.99864,1
45C,46H,0.99351,1
49C,51C,0.99921,1
49C,54H,0.99348,1
50C,53C,0.99924,1
50C,57H,0.99368,1
51C,52H,0.99346,1
51C,53C,0.99863,1
53C,55H,0.99351,1
